"source"	"stage"	"term_name"	"adjusted_p_value"
"GO:BP"	"7dpf"	"determination of heart left/right asymmetry"	0.0197454352441839
"GO:BP"	"7dpf"	"response to growth factor"	0.0224581755455094
"GO:BP"	"7dpf"	"cellular response to growth factor stimulus"	0.0224581755455094
"GO:BP"	"7dpf"	"cellular response to endogenous stimulus"	0.0246742512401549
"GO:BP"	"7dpf"	"nucleotide biosynthetic process"	0.0252262182630253
"GO:BP"	"7dpf"	"photoreceptor cell differentiation"	0.0255560750643444
"GO:BP"	"7dpf"	"cell junction organization"	0.0255560750643444
"GO:BP"	"7dpf"	"hematopoietic progenitor cell differentiation"	0.0255560750643444
"GO:BP"	"7dpf"	"regulation of localization"	0.02857622890698
"GO:BP"	"7dpf"	"mRNA catabolic process"	0.0292388437178608
"GO:BP"	"7dpf"	"nuclear transport"	0.0292388437178608
"GO:BP"	"7dpf"	"nucleocytoplasmic transport"	0.0292388437178608
"GO:BP"	"7dpf"	"negative regulation of biological process"	0.0302091078457124
"GO:BP"	"7dpf"	"regulation of cell development"	0.0320442926507458
"GO:BP"	"7dpf"	"pronephros development"	0.0320442926507458
"GO:BP"	"7dpf"	"neuromast development"	0.0331950689037597
"GO:BP"	"7dpf"	"nucleotide catabolic process"	0.0331950689037597
"GO:BP"	"7dpf"	"anatomical structure homeostasis"	0.0331950689037597
"GO:BP"	"7dpf"	"purine-containing compound catabolic process"	0.0331950689037597
"GO:BP"	"7dpf"	"embryonic heart tube development"	0.0359544064118939
"GO:BP"	"7dpf"	"regulation of catabolic process"	0.0359544064118939
"GO:BP"	"7dpf"	"morphogenesis of an epithelial sheet"	0.0381897155916798
"GO:BP"	"7dpf"	"digestive tract development"	0.0381897155916798
"GO:BP"	"7dpf"	"ear development"	0.0383086537996043
"GO:BP"	"7dpf"	"inner ear development"	0.0383086537996043
"GO:BP"	"7dpf"	"phospholipid biosynthetic process"	0.0403630091324983
"GO:BP"	"7dpf"	"autophagy"	0.0403630091324983
"GO:BP"	"7dpf"	"process utilizing autophagic mechanism"	0.0403630091324983
"GO:BP"	"7dpf"	"glycerophospholipid metabolic process"	0.0430606983075204
"GO:BP"	"7dpf"	"convergent extension involved in gastrulation"	0.0432610983397182
"GO:BP"	"7dpf"	"tissue homeostasis"	0.0432610983397182
"GO:BP"	"7dpf"	"ATP metabolic process"	0.0432610983397182
"GO:BP"	"7dpf"	"negative regulation of signaling"	0.0445917797288196
"GO:BP"	"7dpf"	"negative regulation of cell communication"	0.0445917797288196
"GO:BP"	"7dpf"	"lateral line development"	0.0453336661402761
"GO:BP"	"7dpf"	"cell division"	0.0467910086939267
"GO:BP"	"7dpf"	"actin cytoskeleton organization"	0.0480748551768409
"GO:BP"	"7dpf"	"purine nucleotide catabolic process"	0.0486962135386954
"GO:BP"	"7dpf"	"negative regulation of developmental process"	0.0486962135386954
"GO:BP"	"7dpf"	"protein homooligomerization"	0.0486962135386954
"GO:BP"	"7dpf"	"negative regulation of signal transduction"	0.0486962135386954
"GO:BP"	"7dpf"	"exocytosis"	0.0486962135386954
"GO:BP"	"12dpf"	"regulation of biological process"	0.00118857521292101
"GO:BP"	"12dpf"	"regulation of cellular process"	0.00396446640975084
"GO:BP"	"12dpf"	"positive regulation of biological process"	0.00424215179149294
"GO:BP"	"12dpf"	"blood circulation"	0.00579728723063931
"GO:BP"	"12dpf"	"carbohydrate metabolic process"	0.020723560884336
"GO:BP"	"12dpf"	"striated muscle cell development"	0.0218877196829773
"GO:BP"	"12dpf"	"locomotory behavior"	0.0349683705592358
"GO:BP"	"12dpf"	"carbohydrate derivative catabolic process"	0.0379600916249927
"GO:BP"	"12dpf"	"cell migration"	0.0388491118571263
