"source"	"stage"	"term_name"	"adjusted_p_value"
"GO:BP"	"3dpf"	"hepaticobiliary system development"	0.0460754323100049
"GO:BP"	"12dpf"	"developmental process"	3.08253233248263e-50
"GO:BP"	"12dpf"	"anatomical structure development"	4.38937406748569e-49
"GO:BP"	"12dpf"	"multicellular organism development"	2.70637458348631e-41
"GO:BP"	"12dpf"	"system development"	2.00924699311733e-34
"GO:BP"	"12dpf"	"anatomical structure morphogenesis"	2.67589626893235e-27
"GO:BP"	"12dpf"	"multicellular organismal process"	3.51223372336252e-27
"GO:BP"	"12dpf"	"animal organ development"	2.39288018080245e-24
"GO:BP"	"12dpf"	"cellular developmental process"	8.43558452961953e-24
"GO:BP"	"12dpf"	"cell differentiation"	8.43558452961953e-24
"GO:BP"	"12dpf"	"cell development"	6.85390702868087e-19
"GO:BP"	"12dpf"	"tissue development"	7.05307893546704e-18
"GO:BP"	"12dpf"	"nervous system development"	3.75132960522116e-16
"GO:BP"	"12dpf"	"embryo development"	1.09248991450721e-14
"GO:BP"	"12dpf"	"anatomical structure formation involved in morphogenesis"	3.40825734653848e-12
"GO:BP"	"12dpf"	"transport"	3.40825734653848e-12
"GO:BP"	"12dpf"	"establishment of localization"	8.74174542586396e-12
"GO:BP"	"12dpf"	"localization"	1.57665124755099e-11
"GO:BP"	"12dpf"	"circulatory system development"	2.35540056114502e-11
"GO:BP"	"12dpf"	"neurogenesis"	5.15643451161080e-11
"GO:BP"	"12dpf"	"embryonic morphogenesis"	2.19898876611978e-10
"GO:BP"	"12dpf"	"animal organ morphogenesis"	5.85489248914433e-10
"GO:BP"	"12dpf"	"generation of neurons"	7.87560421133043e-10
"GO:BP"	"12dpf"	"neuron differentiation"	1.87691729135317e-09
"GO:BP"	"12dpf"	"tube development"	3.22042626547053e-09
"GO:BP"	"12dpf"	"epithelium development"	3.94070005380779e-09
"GO:BP"	"12dpf"	"positive regulation of cellular process"	2.01517823031422e-08
"GO:BP"	"12dpf"	"plasma membrane bounded cell projection organization"	2.33933618214437e-08
"GO:BP"	"12dpf"	"neuron development"	2.3956604638443e-08
"GO:BP"	"12dpf"	"regulation of developmental process"	7.3808581141385e-08
"GO:BP"	"12dpf"	"DNA-templated transcription"	9.31883223814428e-08
"GO:BP"	"12dpf"	"monoatomic ion transmembrane transport"	9.70570769262921e-08
"GO:BP"	"12dpf"	"regulation of nucleobase-containing compound metabolic process"	1.38943636618452e-07
"GO:BP"	"12dpf"	"regulation of primary metabolic process"	1.94470720964248e-07
"GO:BP"	"12dpf"	"cell projection organization"	1.94470720964248e-07
"GO:BP"	"12dpf"	"regulation of RNA metabolic process"	2.5444740572979e-07
"GO:BP"	"12dpf"	"tube morphogenesis"	3.01912474086636e-07
"GO:BP"	"12dpf"	"embryonic organ development"	5.12902090317216e-07
"GO:BP"	"12dpf"	"transmembrane transport"	7.58629530019385e-07
"GO:BP"	"12dpf"	"monoatomic ion transport"	1.31832012753417e-06
"GO:BP"	"12dpf"	"phosphate-containing compound metabolic process"	1.37986536450682e-06
"GO:BP"	"12dpf"	"phosphorus metabolic process"	1.37986536450682e-06
"GO:BP"	"12dpf"	"tissue morphogenesis"	1.53221358775431e-06
"GO:BP"	"12dpf"	"regulation of multicellular organismal process"	2.08541527779113e-06
"GO:BP"	"12dpf"	"sensory organ development"	2.17191306829985e-06
"GO:BP"	"12dpf"	"regulation of RNA biosynthetic process"	2.69123126235642e-06
"GO:BP"	"12dpf"	"regulation of DNA-templated transcription"	2.69123126235642e-06
"GO:BP"	"12dpf"	"vasculature development"	3.31265225740284e-06
"GO:BP"	"12dpf"	"sensory system development"	4.49327119516126e-06
"GO:BP"	"12dpf"	"organelle organization"	4.49327119516126e-06
"GO:BP"	"12dpf"	"regulation of cell communication"	6.51531519122684e-06
"GO:BP"	"12dpf"	"pattern specification process"	1.24528873544347e-05
"GO:BP"	"12dpf"	"regulation of signaling"	1.69796085507483e-05
"GO:BP"	"12dpf"	"embryo development ending in birth or egg hatching"	1.69796085507483e-05
"GO:BP"	"12dpf"	"regulation of signal transduction"	1.76600846918743e-05
"GO:BP"	"12dpf"	"chordate embryonic development"	1.82474665312166e-05
"GO:BP"	"12dpf"	"muscle structure development"	2.28530899120265e-05
"GO:BP"	"12dpf"	"regionalization"	2.33008757089405e-05
"GO:BP"	"12dpf"	"neuron projection development"	2.85164536325348e-05
"GO:BP"	"12dpf"	"morphogenesis of an epithelium"	2.93114033584644e-05
"GO:BP"	"12dpf"	"hemopoiesis"	3.21294296420721e-05
"GO:BP"	"12dpf"	"embryonic organ morphogenesis"	3.80786219089322e-05
"GO:BP"	"12dpf"	"heart development"	4.01782061224967e-05
"GO:BP"	"12dpf"	"cell morphogenesis"	4.23650072977732e-05
"GO:BP"	"12dpf"	"homeostatic process"	4.32100744646949e-05
"GO:BP"	"12dpf"	"phosphorylation"	4.47697319173924e-05
"GO:BP"	"12dpf"	"blood vessel morphogenesis"	5.53062234654336e-05
"GO:BP"	"12dpf"	"skeletal system development"	5.5888152611708e-05
"GO:BP"	"12dpf"	"cell surface receptor signaling pathway"	5.86029101536593e-05
"GO:BP"	"12dpf"	"blood vessel development"	6.64188587361588e-05
"GO:BP"	"12dpf"	"organelle assembly"	8.91918768260143e-05
"GO:BP"	"12dpf"	"central nervous system development"	8.91918768260143e-05
"GO:BP"	"12dpf"	"inorganic ion transmembrane transport"	0.000103846311182805
"GO:BP"	"12dpf"	"vesicle-mediated transport"	0.000109713201625412
"GO:BP"	"12dpf"	"intracellular signal transduction"	0.000118685886591498
"GO:BP"	"12dpf"	"positive regulation of nucleobase-containing compound metabolic process"	0.000143983160605259
"GO:BP"	"12dpf"	"camera-type eye development"	0.000143983160605259
"GO:BP"	"12dpf"	"cell morphogenesis involved in neuron differentiation"	0.000178282127315973
"GO:BP"	"12dpf"	"axon development"	0.000178282127315973
"GO:BP"	"12dpf"	"sensory organ morphogenesis"	0.000178282127315973
"GO:BP"	"12dpf"	"biological regulation"	0.00021963812547818
"GO:BP"	"12dpf"	"positive regulation of RNA metabolic process"	0.00021963812547818
"GO:BP"	"12dpf"	"retina development in camera-type eye"	0.000236241595668552
"GO:BP"	"12dpf"	"cell projection morphogenesis"	0.000236241595668552
"GO:BP"	"12dpf"	"cellular localization"	0.000236241595668552
"GO:BP"	"12dpf"	"plasma membrane bounded cell projection morphogenesis"	0.000256339086638646
"GO:BP"	"12dpf"	"neuron projection morphogenesis"	0.000256339086638646
"GO:BP"	"12dpf"	"visual system development"	0.000286848096810064
"GO:BP"	"12dpf"	"eye development"	0.000286848096810064
"GO:BP"	"12dpf"	"behavior"	0.000318620328153658
"GO:BP"	"12dpf"	"axonogenesis"	0.000382973316190185
"GO:BP"	"12dpf"	"multicellular organismal-level homeostasis"	0.000445236948125951
"GO:BP"	"12dpf"	"gastrulation"	0.000496007320120269
"GO:BP"	"12dpf"	"establishment of localization in cell"	0.000503384671401267
"GO:BP"	"12dpf"	"regulation of biological quality"	0.000598427035276482
"GO:BP"	"12dpf"	"angiogenesis"	0.000987477492659422
"GO:BP"	"12dpf"	"positive regulation of metabolic process"	0.00105010342373551
"GO:BP"	"12dpf"	"positive regulation of DNA-templated transcription"	0.00106996768211271
"GO:BP"	"12dpf"	"positive regulation of RNA biosynthetic process"	0.00106996768211271
"GO:BP"	"12dpf"	"regulation of metabolic process"	0.00118857521292101
"GO:BP"	"12dpf"	"regulation of biological process"	0.00118857521292101
"GO:BP"	"12dpf"	"monoatomic cation transmembrane transport"	0.00123441714979799
"GO:BP"	"12dpf"	"head development"	0.00141833375214402
"GO:BP"	"12dpf"	"regulation of multicellular organismal development"	0.00141833375214402
"GO:BP"	"12dpf"	"metal ion transport"	0.00147242267947395
"GO:BP"	"12dpf"	"positive regulation of macromolecule metabolic process"	0.00160615288510973
"GO:BP"	"12dpf"	"enzyme-linked receptor protein signaling pathway"	0.00160615288510973
"GO:BP"	"12dpf"	"positive regulation of biosynthetic process"	0.00170291583132895
"GO:BP"	"12dpf"	"camera-type eye morphogenesis"	0.00175818277651937
"GO:BP"	"12dpf"	"cell projection assembly"	0.00184972784072692
"GO:BP"	"12dpf"	"response to abiotic stimulus"	0.00184972784072692
"GO:BP"	"12dpf"	"cellular process"	0.00201272327375211
"GO:BP"	"12dpf"	"positive regulation of macromolecule biosynthetic process"	0.00202846382808116
"GO:BP"	"12dpf"	"muscle cell differentiation"	0.00213068987650642
"GO:BP"	"12dpf"	"plasma membrane bounded cell projection assembly"	0.00222497872887398
"GO:BP"	"12dpf"	"nitrogen compound transport"	0.002231263119173
"GO:BP"	"12dpf"	"brain development"	0.002231263119173
"GO:BP"	"12dpf"	"growth"	0.002231263119173
"GO:BP"	"12dpf"	"intracellular transport"	0.00225305126597921
"GO:BP"	"12dpf"	"cranial skeletal system development"	0.00288848004409951
"GO:BP"	"12dpf"	"eye morphogenesis"	0.00293997619290394
"GO:BP"	"12dpf"	"inorganic anion transport"	0.00319857982472412
"GO:BP"	"12dpf"	"cilium assembly"	0.00322735947138832
"GO:BP"	"12dpf"	"monoatomic anion transport"	0.00348619995043499
"GO:BP"	"12dpf"	"muscle organ development"	0.00348619995043499
"GO:BP"	"12dpf"	"developmental growth"	0.00348619995043499
"GO:BP"	"12dpf"	"intracellular signaling cassette"	0.00375707295399512
"GO:BP"	"12dpf"	"regulation of cellular process"	0.00396446640975084
"GO:BP"	"12dpf"	"positive regulation of biological process"	0.00424215179149294
"GO:BP"	"12dpf"	"monoatomic anion transmembrane transport"	0.00428245310518012
"GO:BP"	"12dpf"	"regulation of response to stimulus"	0.00461348856931227
"GO:BP"	"12dpf"	"circulatory system process"	0.00522805683161777
"GO:BP"	"12dpf"	"gland development"	0.00562408847451589
"GO:BP"	"12dpf"	"blood circulation"	0.00579728723063931
"GO:BP"	"12dpf"	"connective tissue development"	0.00647923896908508
"GO:BP"	"12dpf"	"regulation of cell differentiation"	0.0067930595387804
"GO:BP"	"12dpf"	"muscle cell development"	0.00713823579621545
"GO:BP"	"12dpf"	"cilium organization"	0.00858858080529993
"GO:BP"	"12dpf"	"calcium ion transport"	0.00915001578895639
"GO:BP"	"12dpf"	"regulation of intracellular signal transduction"	0.00931094950496813
"GO:BP"	"12dpf"	"striated muscle cell differentiation"	0.00976675510888163
"GO:BP"	"12dpf"	"cartilage development"	0.00976675510888163
"GO:BP"	"12dpf"	"catabolic process"	0.0100274642868047
"GO:BP"	"12dpf"	"skeletal system morphogenesis"	0.0107018869579569
"GO:BP"	"12dpf"	"anterior/posterior pattern specification"	0.0107018869579569
"GO:BP"	"12dpf"	"transcription by RNA polymerase II"	0.0109171405048765
"GO:BP"	"12dpf"	"regulation of transcription by RNA polymerase II"	0.0112519013941953
"GO:BP"	"12dpf"	"muscle tissue development"	0.0131046425729591
"GO:BP"	"12dpf"	"striated muscle tissue development"	0.0145053160854132
"GO:BP"	"12dpf"	"left/right pattern formation"	0.0157772040367616
"GO:BP"	"12dpf"	"determination of left/right symmetry"	0.0172267609403525
"GO:BP"	"12dpf"	"phospholipid metabolic process"	0.0172267609403525
"GO:BP"	"12dpf"	"secretion"	0.0200409814825923
"GO:BP"	"12dpf"	"convergent extension"	0.0200409814825923
"GO:BP"	"12dpf"	"embryonic skeletal system development"	0.0200409814825923
"GO:BP"	"12dpf"	"inorganic anion transmembrane transport"	0.0200409814825923
"GO:BP"	"12dpf"	"regulation of anatomical structure morphogenesis"	0.0200409814825923
"GO:BP"	"12dpf"	"cell surface receptor protein tyrosine kinase signaling pathway"	0.020963319124847
"GO:BP"	"12dpf"	"striated muscle cell development"	0.0218877196829773
"GO:BP"	"12dpf"	"hepaticobiliary system development"	0.0218877196829773
"GO:BP"	"12dpf"	"determination of bilateral symmetry"	0.021960259471496
"GO:BP"	"12dpf"	"specification of symmetry"	0.021960259471496
