seqnames	start	end	width	strand	logFC	logCPM	F	PValue	FDR	gene_id
79993	16	15502801	15502950	150	*	-6.18542282580251	2.53135869018197	99.6140885434248	5.36913286774006e-19	4.59673339052243e-15	ENSACLG00000003643
169035	4	20013901	20014050	150	*	-5.84247835372574	2.69068096954494	98.606150446599	7.30816541102216e-19	5.82531344855538e-15	ENSACLG00000007332
169035.1	4	20013901	20014050	150	*	-5.84247835372574	2.69068096954494	98.606150446599	7.30816541102216e-19	5.82531344855538e-15	ENSACLG00000007207
173869	5	4589251	4589400	150	*	-5.87004198581133	2.64336363189079	97.8272598622027	9.4157157736586e-19	6.91276266629069e-15	ENSACLG00000018937
173870	5	4589401	4589550	150	*	-5.44284115662883	2.68533194392805	97.8946072323515	8.99193894966479e-19	6.91276266629069e-15	ENSACLG00000018937
188336	6	11887201	11887350	150	*	-5.83700698515171	2.56214284171637	97.6388933954291	1.00442076707537e-18	7.03575441441241e-15	ENSACLG00000025548
1905	1	10074601	10074750	150	*	-6.57668761030308	2.48366518902707	97.5800835184757	1.06874368101175e-18	7.22088601487618e-15	ENSACLG00000015299
125549	20	5032951	5033100	150	*	-5.61687941790872	2.57551107654246	97.2397611463457	1.12456370333513e-18	7.22088601487618e-15	ENSACLG00000015204
33927	12	5123551	5123700	150	*	-5.25945604209925	2.76159671146612	96.3050161235096	1.51494878284896e-18	7.54355914883047e-15	ENSACLG00000002845
37825	12	18342001	18342150	150	*	-5.41826713973669	2.68457221946243	96.3115425023562	1.51532972585389e-18	7.54355914883047e-15	ENSACLG00000025832
201132	7	19239601	19239750	150	*	-6.1179506066107	2.37499991107166	96.4194951760554	1.53378762575828e-18	7.54355914883047e-15	ENSACLG00000006782
63449	14	30574051	30574200	150	*	-6.09754985967143	2.41113036705274	95.988708933312	1.76867292621748e-18	8.17685792557161e-15	ENSACLG00000011800
84268	16	32352751	32352900	150	*	-6.08905499051417	2.31347979183294	95.1851804869076	2.30854157574506e-18	1.00686387465297e-14	ENSACLG00000006817
26526	11	20775901	20776050	150	*	-6.08391685749352	2.47027731716777	95.0374940194798	2.42458824446916e-18	1.01902358075455e-14	ENSACLG00000019710
45997	13	4247851	4248000	150	*	-6.5239961972467	2.28593013176454	94.9251232743975	2.56929537864233e-18	1.06055925202893e-14	ENSACLG00000015898
47697	13	8532901	8533050	150	*	-5.52619750964008	2.568604378197	94.2578853771284	3.03196831051593e-18	1.20838574262455e-14	ENSACLG00000023464
50181	13	14936701	14936850	150	*	-6.07567483014089	2.38594259810324	94.1132291354727	3.29770625526452e-18	1.2920189534821e-14	ENSACLG00000011241
12077	10	2806951	2807100	150	*	-7.2885880973562	2.24865385307661	93.9235807879412	3.64068512896038e-18	1.40262248840037e-14	ENSACLG00000000392
144733	23	1657201	1657350	150	*	-6.05653138133839	2.33996693508368	93.493569469908	4.05528718922754e-18	1.51195496143139e-14	ENSACLG00000022579
28240	11	23617801	23617950	150	*	-6.07814819992734	2.38715661293531	93.2827357561218	4.34215779171684e-18	1.53076731510461e-14	ENSACLG00000026077
100536	18	21259801	21259950	150	*	-5.72949082029078	2.53240456927504	93.2675329331533	4.28778475951188e-18	1.53076731510461e-14	ENSACLG00000002094
136189	22	8530351	8530500	150	*	-5.53971606943409	2.57081291637943	93.1134934797712	4.44572806831558e-18	1.53382926688909e-14	ENSACLG00000004264
204482	7	33078301	33078450	150	*	-5.51409763534835	2.46347379979583	92.8250663341881	4.89720418044104e-18	1.64062017962665e-14	ENSACLG00000027466
44457	12	36981001	36981150	150	*	-5.015069425848	2.77716973629426	91.5308071012698	7.48627947958029e-18	2.37056629032989e-14	ENSACLG00000009114
28126	11	23514001	23514150	150	*	-5.2885678168232	2.58914461925897	91.476092108672	7.64067142355922e-18	2.37764642340301e-14	ENSACLG00000026069
207129	7	46698451	46698600	150	*	-5.15360159902703	2.56515321741149	91.2375016239923	8.25417676220889e-18	2.51055130526142e-14	ENSACLG00000024356
164744	4	7048051	7048200	150	*	-5.43945908775863	2.64169911825103	90.8845080792922	9.41321749835844e-18	2.78966734677633e-14	ENSACLG00000000640
27397	11	22262551	22262700	150	*	-4.91410825715644	2.78040656500537	90.6048432043561	1.02610058095079e-17	2.89397239963202e-14	ENSACLG00000023235
44242	12	36514501	36514650	150	*	-4.73270317986242	2.89506396482891	90.6474990015146	1.02184523671325e-17	2.89397239963202e-14	ENSACLG00000007445
69392	15	10755901	10756050	150	*	-5.9902855028984	2.43302143059221	90.7279571373055	1.02659538830508e-17	2.89397239963202e-14	ENSACLG00000020390
69392.1	15	10755901	10756050	150	*	-5.9902855028984	2.43302143059221	90.7279571373055	1.02659538830508e-17	2.89397239963202e-14	ENSACLG00000020406
117447	2	13510651	13510800	150	*	-4.8865908560062	2.77217427777696	90.6172428677357	1.02298537489987e-17	2.89397239963202e-14	ENSACLG00000017400
165345	4	8296651	8296800	150	*	-5.96871764905295	2.34488720665102	90.5227737343102	1.10025757240272e-17	3.0294817301968e-14	ENSACLG00000003075
106100	19	3550501	3550650	150	*	-5.11275428650598	2.65209982388721	89.8697347712653	1.3114200542902e-17	3.48442801045534e-14	ENSACLG00000012653
175746	5	11869351	11869500	150	*	-5.97966668559101	2.20728681286686	89.9602737819144	1.33081287982831e-17	3.49577322358354e-14	ENSACLG00000006226
90722	17	26142901	26143050	150	*	-5.96005984865715	2.36143028603493	89.8028083945227	1.40370913403714e-17	3.645826921413e-14	ENSACLG00000022519
68505	15	8230351	8230500	150	*	-5.93710213342867	2.38149126979703	89.4945526965744	1.55831909532497e-17	3.84536120527991e-14	ENSACLG00000014331
136802	22	11224651	11224800	150	*	-4.9849874729647	2.55586838814031	89.365799727066	1.55760051980862e-17	3.84536120527991e-14	ENSACLG00000007532
159618	3	20043151	20043300	150	*	-9.96211561736084	1.69412030145761	89.6307799087913	1.56370946839959e-17	3.84536120527991e-14	ENSACLG00000011172
159618.1	3	20043151	20043300	150	*	-9.96211561736084	1.69412030145761	89.6307799087913	1.56370946839959e-17	3.84536120527991e-14	ENSACLG00000011189
79992	16	15502651	15502800	150	*	-5.26857674605662	2.57109392328317	89.2081837456818	1.64751320816921e-17	3.96704018931227e-14	ENSACLG00000003643
197855	7	7891801	7891950	150	*	-5.10618319732971	2.57634864222442	89.1261141569356	1.68879914277104e-17	4.00352284740806e-14	ENSACLG00000015253
215484	8	5020801	5020950	150	*	-4.95726597304055	2.73841753442786	89.1151741018733	1.69730331221931e-17	4.00352284740806e-14	ENSACLG00000023967
20744	11	4753201	4753350	150	*	-5.40312004870577	2.51735501874236	88.9537555651379	1.8119903832829e-17	4.10643208842068e-14	ENSACLG00000008658
97413	18	12367501	12367650	150	*	-6.39959997397533	2.06083729020457	89.0452567120246	1.84938637105693e-17	4.11058129577671e-14	ENSACLG00000011331
140222	22	18820351	18820500	150	*	-5.42438166646672	2.55498910707097	88.8035277223942	1.9035639721479e-17	4.19070514927395e-14	ENSACLG00000022218
211989	7	59632801	59632950	150	*	-5.95825435904034	2.55201132745207	88.7770813798723	1.98440561615645e-17	4.32746446622163e-14	ENSACLG00000026869
33926	12	5123401	5123550	150	*	-5.65025573681265	2.57169406267041	88.6869584916019	2.00843717248605e-17	4.33893756932271e-14	ENSACLG00000002845
188986	6	15120301	15120450	150	*	-6.38471760918099	2.1302867599444	88.6826961807402	2.09174971065363e-17	4.45370875254813e-14	ENSACLG00000004832
115407	19	29623651	29623800	150	*	-5.42057533286279	2.44211025186815	88.3953983049413	2.19177095813579e-17	4.57459241042444e-14	ENSACLG00000005958
209489	7	53770351	53770500	150	*	-5.9042413184227	2.355295457003	88.0748026658448	2.52551928468276e-17	5.21244631079195e-14	ENSACLG00000012480
148649	23	11530351	11530500	150	*	-5.38277177207151	2.43998121777324	87.6127124262681	2.86372510467639e-17	5.65788861322039e-14	ENSACLG00000023293
34043	12	5471401	5471550	150	*	-5.38109102684029	2.33745591976184	87.4726727132034	3.00432770840006e-17	5.85771489817084e-14	ENSACLG00000003300
146489	23	5974651	5974800	150	*	-5.36743484386719	2.43186384764499	87.1216704075339	3.38820817117553e-17	6.41976577403766e-14	ENSACLG00000005768
42432	12	28919551	28919700	150	*	-5.35197857186968	2.5183092451371	86.9324852161688	3.61531369960083e-17	6.73958616268008e-14	ENSACLG00000020272
42334	12	28768801	28768950	150	*	-4.91785558930347	2.63811619397102	86.8635896188322	3.66259536072555e-17	6.77310574715677e-14	ENSACLG00000019925
44241	12	36514351	36514500	150	*	-5.38955091856907	2.55808029029978	86.642961381489	3.9930532993776e-17	7.1552419734692e-14	ENSACLG00000007445
26650	11	20942101	20942250	150	*	-4.89047397137676	2.77675883662309	86.480158063072	4.18081688779539e-17	7.43407130883852e-14	ENSACLG00000020117
196713	7	2820301	2820450	150	*	-5.5873506019181	2.23747193848331	86.2679350163519	4.60506481801816e-17	8.05324088117216e-14	ENSACLG00000000732
105831	19	2915101	2915250	150	*	-5.15167501479064	2.56478530506663	85.5380576764706	5.79374821572828e-17	9.77491208031613e-14	ENSACLG00000011833
11468	10	1514701	1514850	150	*	-7.07334647476106	2.01648942988955	85.6206559342367	6.0392838235589e-17	1.00337215016762e-13	ENSACLG00000026063
31284	11	34519801	34519950	150	*	-6.30775680932386	2.11895461542158	85.4666129695485	6.28333672209638e-17	1.01569479021423e-13	ENSACLG00000011650
82975	16	24853051	24853200	150	*	-5.00981107715396	2.50858441652501	85.3081604727014	6.25366772460762e-17	1.01569479021423e-13	ENSACLG00000020634
111346	19	19691101	19691250	150	*	-7.04736757968373	2.17848944838672	85.5310021965764	6.22829589191655e-17	1.01569479021423e-13	ENSACLG00000011373
119731	2	24333301	24333450	150	*	-5.00877728410368	2.52463704894801	85.2371132651963	6.4090460340729e-17	1.02882101607238e-13	ENSACLG00000001821
145678	23	3963601	3963750	150	*	-5.53614031255367	2.25520795797204	84.5556839743904	8.31100171959683e-17	1.29807738885038e-13	ENSACLG00000002661
150560	23	21705601	21705750	150	*	-4.86240081271273	2.43314205136018	83.8327059321856	1.04318315950314e-16	1.59695452175118e-13	ENSACLG00000009238
171120	4	26167951	26168100	150	*	-5.51258520339442	2.29588194097732	83.852819235798	1.06023607413206e-16	1.60184346682496e-13	ENSACLG00000018865
130133	20	22284001	22284150	150	*	-5.12812167664383	2.31708586310236	83.7336366186421	1.08216816222108e-16	1.6243625197578e-13	ENSACLG00000017874
52483	13	21660751	21660900	150	*	-5.83793702157152	2.07485925053244	83.6741794055338	1.14712536622105e-16	1.6997897782367e-13	ENSACLG00000024254
152707	23	31587151	31587300	150	*	-5.32527949694482	2.11502634035022	83.391953932791	1.22814656983817e-16	1.79680952399147e-13	ENSACLG00000027019
210655	7	56111551	56111700	150	*	-5.82381230152856	2.13833871427914	83.4956920420163	1.22040869413006e-16	1.79680952399147e-13	ENSACLG00000020847
210655.1	7	56111551	56111700	150	*	-5.82381230152856	2.13833871427914	83.4956920420163	1.22040869413006e-16	1.79680952399147e-13	ENSACLG00000020834
47713	13	8568001	8568150	150	*	-5.78562822829407	2.37216132534581	83.4017730197026	1.26085283370009e-16	1.82160137082779e-13	ENSACLG00000023507
91920	17	30897451	30897600	150	*	-5.79753714558945	2.33979390775424	83.3233066150921	1.29568079535079e-16	1.84921347510447e-13	ENSACLG00000000655
179615	5	23453701	23453850	150	*	-5.82782941069968	2.02020772633373	82.9220403453478	1.48960734330791e-16	2.03748316132763e-13	ENSACLG00000005527
90442	17	25327051	25327200	150	*	-5.2794863301805	2.21629723015024	82.762912414916	1.528877009461e-16	2.06673772954963e-13	ENSACLG00000021005
155152	3	1408651	1408800	150	*	-7.04665002199293	1.81944547134822	82.837562496574	1.57991998114384e-16	2.12332059884446e-13	ENSACLG00000008017
35863	12	12356401	12356550	150	*	-4.84663414075736	2.61000697298906	82.6216298387967	1.59033514770865e-16	2.12496353800021e-13	ENSACLG00000013941
80232	16	16227601	16227750	150	*	-5.48896954738264	2.46948723324893	82.3844466248595	1.76356138081131e-16	2.27743755120437e-13	ENSACLG00000004350
26649	11	20941951	20942100	150	*	-4.69559089652997	2.58401292198165	82.2159580014595	1.8390250918001e-16	2.33574374818861e-13	ENSACLG00000020117
134596	22	1203901	1204050	150	*	-5.91912177728443	2.38284140289521	82.2560193632947	1.87176490431856e-16	2.36433569263644e-13	ENSACLG00000011125
26883	11	21337651	21337800	150	*	-5.22804919001471	2.4903240126904	82.0564935648106	1.95647214096105e-16	2.45790319108845e-13	ENSACLG00000020807
124441	20	632701	632850	150	*	-5.45850998459173	2.31918232880256	82.0732046469855	1.9699185766459e-16	2.46141858562331e-13	ENSACLG00000008613
167426	4	14135101	14135250	150	*	-4.81187154996163	2.49127763572241	81.9918983683397	1.98176928944526e-16	2.46291303983649e-13	ENSACLG00000027614
163011	4	1195951	1196100	150	*	-5.25226844960885	2.27897749265504	81.9921774444097	2.00096664721383e-16	2.47347298522275e-13	ENSACLG00000016278
163011.1	4	1195951	1196100	150	*	-5.25226844960885	2.27897749265504	81.9921774444097	2.00096664721383e-16	2.47347298522275e-13	ENSACLG00000016288
9674	1	36247651	36247800	150	*	-4.93091596215412	2.32428477150085	81.8677441135526	2.06853746749364e-16	2.525382485676e-13	ENSACLG00000024658
143904	22	34711351	34711500	150	*	-4.68708752946843	2.53264482158649	81.2800088501158	2.54964086972966e-16	3.00698920492331e-13	ENSACLG00000018530
140675	22	19873351	19873500	150	*	-5.04809240452107	2.43545147184422	81.1166862277106	2.69656759962676e-16	3.16412778271331e-13	ENSACLG00000000050
13792	10	10132501	10132650	150	*	-5.47185303827103	2.2161504198585	81.0092463391644	2.85331321398714e-16	3.32340782939756e-13	ENSACLG00000008439
74902	15	35110651	35110800	150	*	-5.76698862617983	2.00104410181663	80.9707085925262	2.9443619877994e-16	3.38633867834239e-13	ENSACLG00000026031
149973	23	16590301	16590450	150	*	-4.65899672452836	2.56484371805112	80.7358021558143	3.0895315518759e-16	3.51807849491887e-13	ENSACLG00000001221
126337	20	7416901	7417050	150	*	-4.76429117114226	2.55549111694492	80.7020964731337	3.11709908737101e-16	3.53207054332602e-13	ENSACLG00000022254
194878	6	34882651	34882800	150	*	-4.67903338954475	2.48646902947231	80.6451840056229	3.18646895704981e-16	3.57833855573828e-13	ENSACLG00000010465
29778	11	28576801	28576950	150	*	-5.4474141405391	2.08784673275463	80.245342566231	3.73891004857593e-16	4.10654200928353e-13	ENSACLG00000003224
201635	7	21124951	21125100	150	*	-4.88318403247866	2.44885349506453	80.0686411317117	3.89156885151605e-16	4.203585385882e-13	ENSACLG00000010993
3791	1	16079551	16079700	150	*	-5.42395243180362	2.16558653525737	80.0748172472974	3.97017580670323e-16	4.24878657002734e-13	ENSACLG00000025266
177852	5	19637251	19637400	150	*	-5.72007916854353	2.12536364436229	80.1300836785228	3.9552340564018e-16	4.24878657002734e-13	ENSACLG00000020981
117896	2	19202251	19202400	150	*	-6.17195448375884	2.03952025903656	80.0356509095194	4.15429596977493e-16	4.40504012743685e-13	ENSACLG00000020812
123683	2	35041351	35041500	150	*	-5.20336646656683	2.1837518082846	79.8529364499998	4.24101292042223e-16	4.45610938481346e-13	ENSACLG00000001347
168824	4	18045901	18046050	150	*	-5.30210689417574	2.40599845880795	79.7881556875415	4.32561617292027e-16	4.504057582432e-13	ENSACLG00000002374
135408	22	6116401	6116550	150	*	-4.65547091245884	2.54371758479628	79.7329142088288	4.39422655541498e-16	4.5346456343599e-13	ENSACLG00000020966
90261	17	24900451	24900600	150	*	-4.89425961283491	2.29359132855781	79.5686686066702	4.64240322710903e-16	4.7694606452092e-13	ENSACLG00000019812
113101	19	23606551	23606700	150	*	-5.44184486122952	2.13326351168273	79.6084605953664	4.67045759899477e-16	4.77705149410811e-13	ENSACLG00000019060
201773	7	21389251	21389400	150	*	-4.60429980574996	2.67545443331119	79.53757939198	4.73572684457248e-16	4.82247200853606e-13	ENSACLG00000012173
163266	4	1786651	1786800	150	*	-5.42710803594454	2.02579402180623	79.5528291493663	4.77206536401418e-16	4.83816265532802e-13	ENSACLG00000017591
190543	6	19942651	19942800	150	*	-6.14384687453998	2.02300110537875	79.2878477851803	5.40538333320111e-16	5.41152727091267e-13	ENSACLG00000015666
27671	11	22783351	22783500	150	*	-5.70285186621358	2.07747218929716	79.2106941520968	5.46830561847706e-16	5.42507549423142e-13	ENSACLG00000024724
27671.1	11	22783351	22783500	150	*	-5.70285186621358	2.07747218929716	79.2106941520968	5.46830561847706e-16	5.42507549423142e-13	ENSACLG00000024702
125151	20	3584701	3584850	150	*	-4.72468927514339	2.53946213820792	78.9759020223934	5.72823910749667e-16	5.65866792996032e-13	ENSACLG00000012974
202841	7	23906401	23906550	150	*	-5.73523205761048	2.22842997699078	78.9788746839503	5.92506328972897e-16	5.77946140612444e-13	ENSACLG00000018581
191417	6	23266051	23266200	150	*	-5.18056535185264	2.44441035119657	78.8482971246374	6.03885143755497e-16	5.86524714538794e-13	ENSACLG00000021137
52190	13	20751001	20751150	150	*	-6.17909444090847	1.84628570722785	78.9591626478119	6.06996689699659e-16	5.87080087019221e-13	ENSACLG00000023258
56066	14	4500001	4500150	150	*	-5.71791057879739	1.85897346646062	78.8485194706991	6.21459908787217e-16	5.98564289980982e-13	ENSACLG00000017298
206896	7	46036651	46036800	150	*	-4.75042731961543	2.35423964260859	78.6337497053121	6.46640793715627e-16	6.17670217329409e-13	ENSACLG00000023208
84671	16	34785151	34785300	150	*	-4.64537113000701	2.5245415768152	78.5994536590375	6.56142246366295e-16	6.17990076530303e-13	ENSACLG00000010168
211941	7	59553151	59553300	150	*	-5.7229542353662	2.10559081479941	78.6973953263713	6.54501262106399e-16	6.17990076530303e-13	ENSACLG00000026751
128596	20	16256101	16256250	150	*	-4.61993654516705	2.52300692199967	78.5496331133991	6.67834478761597e-16	6.19981053982222e-13	ENSACLG00000007110
162149	3	41421451	41421600	150	*	-5.39703842284183	2.10342332051315	78.6130957231985	6.65209410474815e-16	6.19981053982222e-13	ENSACLG00000021966
158944	3	17008501	17008650	150	*	-6.11740590037401	2.09213002292492	78.6704942678871	6.7215260960969e-16	6.21493811728627e-13	ENSACLG00000006735
73468	15	28561201	28561350	150	*	-5.73704293430002	1.95676943426669	78.592035281252	6.80466434913428e-16	6.21720395896119e-13	ENSACLG00000018669
116536	2	7846801	7846950	150	*	-5.38614334338055	2.09770627415178	78.4745293133474	6.98673719219593e-16	6.35842596800641e-13	ENSACLG00000013812
66569	15	2657701	2657850	150	*	-5.13659820780479	2.405234283985	78.2609081854246	7.44801439767733e-16	6.62661001186364e-13	ENSACLG00000025861
80231	16	16227451	16227600	150	*	-4.61811081144687	2.61987525807134	78.2300833023251	7.48698567776905e-16	6.62661001186364e-13	ENSACLG00000004350
131442	20	26060101	26060250	150	*	-5.00409630353929	2.27075655158758	78.2175297458462	7.51075810964048e-16	6.62661001186364e-13	ENSACLG00000025293
818	1	4965451	4965600	150	*	-4.55003180554641	2.54993482613029	78.1498616938132	7.72162473708007e-16	6.78675030788576e-13	ENSACLG00000008191
1900	1	10073851	10074000	150	*	-4.97684784192417	2.29847846416863	78.0929672099006	7.85046856641634e-16	6.8738583821048e-13	ENSACLG00000015299
95444	18	4966801	4966950	150	*	-5.49583791494321	2.42408202524342	77.8478653486818	8.69379848025658e-16	7.49866070559385e-13	ENSACLG00000026330
108637	19	11885251	11885400	150	*	-5.67287929883106	2.00670177142395	77.7802794649643	9.07302680894793e-16	7.76778789297328e-13	ENSACLG00000025175
148648	23	11530201	11530350	150	*	-4.82213344104042	2.32639926663577	77.6784562072931	9.07268719451888e-16	7.76778789297328e-13	ENSACLG00000023293
25486	11	18542701	18542850	150	*	-4.95928688328064	2.35077868446703	77.6585271258075	9.16168017769911e-16	7.81474415688772e-13	ENSACLG00000005697
162829	4	720751	720900	150	*	-5.38492804314731	2.0815690142293	77.6923718824159	9.2218065096228e-16	7.83711157776245e-13	ENSACLG00000015371
223196	9	8509351	8509500	150	*	-4.94698674491112	2.41962320183373	77.5540547731712	9.50874416580377e-16	8.05136367721197e-13	ENSACLG00000012379
39888	12	22687951	22688100	150	*	-5.64848604009348	2.17747061152317	77.6191839594416	9.60717937305008e-16	8.10502324640697e-13	ENSACLG00000007682
70052	15	12003751	12003900	150	*	-6.10102085217313	1.94003486000756	77.5983130034972	9.82630746426899e-16	8.22981732183149e-13	ENSACLG00000022205
164743	4	7047901	7048050	150	*	-5.14483685567707	2.31936076111895	77.3708443422114	1.02199671839103e-15	8.49793947589332e-13	ENSACLG00000000640
146678	23	6633751	6633900	150	*	-5.34227958912249	2.32273524902529	77.2253888805746	1.08883879671112e-15	8.89377380106531e-13	ENSACLG00000012324
124519	20	804901	805050	150	*	-4.97493896365723	2.15307423867518	77.1304700613543	1.10577396426591e-15	8.94669159136745e-13	ENSACLG00000008785
93757	17	37730701	37730850	150	*	-6.10551816757713	2.034456095109	77.1342432293812	1.15875693925761e-15	9.27244558204811e-13	ENSACLG00000011252
130291	20	22746001	22746150	150	*	-5.62325371038524	2.21372655368498	77.0908771484837	1.1592662911134e-15	9.27244558204811e-13	ENSACLG00000018412
147748	23	9738901	9739050	150	*	-4.35187532589884	2.8158907359567	76.9723187474932	1.18548290319038e-15	9.44944334260972e-13	ENSACLG00000020234
147748.1	23	9738901	9739050	150	*	-4.35187532589884	2.8158907359567	76.9723187474932	1.18548290319038e-15	9.44944334260972e-13	ENSACLG00000020132
17377	10	20143651	20143800	150	*	-4.97645254932649	2.27622662638263	76.8392342192947	1.22685685108275e-15	9.6960349431085e-13	ENSACLG00000009630
183641	5	32929201	32929350	150	*	-5.35010385088831	1.97482445748049	76.5252514929181	1.39761588964019e-15	1.08412783160217e-12	ENSACLG00000024528
163859	4	3549901	3550050	150	*	-4.78082347103223	2.49158148730324	76.3592156612857	1.45264739508421e-15	1.12304704532734e-12	ENSACLG00000020247
170598	4	25010701	25010850	150	*	-5.33853797888342	2.22889605905102	76.2956541889798	1.51439080860619e-15	1.16300182902255e-12	ENSACLG00000016424
135112	22	4437901	4438050	150	*	-4.92494074857681	2.41470768942766	76.1990525936413	1.54232919360208e-15	1.18053553554527e-12	ENSACLG00000016702
154230	23	39667951	39668100	150	*	-4.93413156984142	2.26297216066235	76.1852985655522	1.54994205405421e-15	1.18244721231374e-12	ENSACLG00000003848
154230.1	23	39667951	39668100	150	*	-4.93413156984142	2.26297216066235	76.1852985655522	1.54994205405421e-15	1.18244721231374e-12	ENSACLG00000003881
198746	7	12005701	12005850	150	*	-4.91722413881713	2.38208954652533	76.0068222376569	1.65089281849777e-15	1.24711464751081e-12	ENSACLG00000025250
60730	14	19553551	19553700	150	*	-4.65914401332888	2.42501755714559	75.9433253635828	1.68694623019485e-15	1.2682679513275e-12	ENSACLG00000021555
186048	6	4699801	4699950	150	*	-4.77765719384278	2.31056367105536	75.9370203816428	1.68986809458841e-15	1.2682679513275e-12	ENSACLG00000010589
169666	4	22408051	22408200	150	*	-4.92972404735194	2.17506312230316	75.8991386605786	1.7158346726078e-15	1.28358870954911e-12	ENSACLG00000010297
105445	19	1336801	1336950	150	*	-5.30616350016664	2.19161606507656	75.9153895336487	1.73811421452201e-15	1.29392738879161e-12	ENSACLG00000008744
16913	10	18950101	18950250	150	*	-4.46141172679527	2.54935011903493	75.8198493982611	1.77288879928706e-15	1.31351740085127e-12	ENSACLG00000007275
141552	22	23585101	23585250	150	*	-6.07021060705464	1.88607770249987	75.7762927341811	1.8805450809061e-15	1.38440458538883e-12	ENSACLG00000004752
209763	7	54259651	54259800	150	*	-4.76370990899558	2.43172109731784	75.5370645391708	1.95050200658772e-15	1.42231590800885e-12	ENSACLG00000014741
219088	8	14877601	14877750	150	*	-6.89626473106361	2.08456094006343	75.6405175476092	1.9954734151212e-15	1.45053347073141e-12	ENSACLG00000013052
100969	18	22008301	22008450	150	*	-4.80265602365411	2.32120553229981	75.4047776018952	2.04537339893545e-15	1.47882587748281e-12	ENSACLG00000003596
161199	3	33077401	33077550	150	*	-6.07315700241322	2.05861009534501	75.3772653128301	2.16717164391677e-15	1.55577348715687e-12	ENSACLG00000009874
206005	7	41437051	41437200	150	*	-4.75792478166836	2.28310605309431	75.2275472821853	2.17962542850994e-15	1.55986951951548e-12	ENSACLG00000015031
229157	9	30249301	30249450	150	*	-5.09491289185161	1.99659121489779	75.2298852871914	2.1977718444614e-15	1.56317705852926e-12	ENSACLG00000016392
206118	7	41926201	41926350	150	*	-6.04787646601906	1.8420257874939	75.2640217768168	2.25898797308711e-15	1.59689034214945e-12	ENSACLG00000015894
159309	3	18967201	18967350	150	*	-5.07024173119721	2.38129192661973	75.1064300517953	2.29415402682569e-15	1.61189074934034e-12	ENSACLG00000008949
48996	13	11510851	11511000	150	*	-9.55602817056567	1.57159391567067	74.9581489657867	2.58023197061222e-15	1.76985537644742e-12	ENSACLG00000001626
178360	5	20825251	20825400	150	*	-5.32548533659029	1.96075884872255	74.7757659574066	2.61606786018977e-15	1.78912726161463e-12	ENSACLG00000024157
127117	20	9396151	9396300	150	*	-4.89733177812493	2.33444539134353	74.6867620982951	2.65439250727269e-15	1.80998248730425e-12	ENSACLG00000025587
102520	18	25312051	25312200	150	*	-6.10011292213694	1.80651673479139	74.7639197383431	2.70031311514138e-15	1.8326391021211e-12	ENSACLG00000012872
48840	13	10714051	10714200	150	*	-4.67659359165669	2.42485281907788	74.6100105366223	2.72656350681037e-15	1.84288586873471e-12	ENSACLG00000000351
102941	18	26656201	26656350	150	*	-5.60599904381443	1.9175917368201	74.6562301600155	2.76960979440833e-15	1.86109726992977e-12	ENSACLG00000016213
226703	9	19079851	19080000	150	*	-5.61739569393105	2.08514476872237	74.6435538255228	2.77808270079926e-15	1.86137982884451e-12	ENSACLG00000027469
