seqnames	start	end	width	strand	logFC	logCPM	F	PValue	FDR	gene_id
64161	14	33279451	33279600	150	*	-2.44576942799389	0.369815008442695	29.2617251635005	1.95100873014099e-07	0.000125557251080289	ENSACLG00000015255
71209	15	16078051	16078200	150	*	-2.03974719679702	1.45239419301848	29.2082519279379	1.99909700319798e-07	0.000128007552649651	ENSACLG00000027238
122297	2	32022901	32023050	150	*	-2.03891827485	1.3463651108993	29.1582728871207	2.0429216203081e-07	0.000129380185180049	ENSACLG00000015118
134392	22	140551	140700	150	*	-2.52954847361504	0.167526954086074	28.9948247966809	2.19806597559662e-07	0.000136586165265313	ENSACLG00000009965
159342	3	19006351	19006500	150	*	-2.59474409115557	0.0658983874206509	28.9874227926879	2.20486159808659e-07	0.000136641125278955	ENSACLG00000008986
78967	16	13340551	13340700	150	*	-1.98098216685867	1.49512302479854	28.9001570314411	2.29614087058239e-07	0.000138910539342104	ENSACLG00000027031
201280	7	19606051	19606200	150	*	-1.91875550556459	1.65544637765319	28.7122705779029	2.50240391039074e-07	0.000147767713017663	ENSACLG00000007879
93803	17	37748401	37748550	150	*	-1.8903189685107	1.78182330681746	28.6214871524966	2.59551177037331e-07	0.000152277489801004	ENSACLG00000011724
196490	7	1909051	1909200	150	*	-2.48266470256369	0.144417141580999	28.4164174342688	2.85504894441955e-07	0.000162954914541762	ENSACLG00000023698
26100	11	19991551	19991700	150	*	-2.94971666656287	-0.542968115693108	28.3864373279534	2.8887685736556e-07	0.000163351601717991	ENSACLG00000017623
66237	15	1822951	1823100	150	*	-1.87885776292472	1.92785091286348	28.2175572798682	3.11006767602297e-07	0.000171170719965266	ENSACLG00000025307
162778	4	672001	672150	150	*	-2.68637082729506	-0.269163180894115	28.0454870064281	3.37188193137376e-07	0.00018042534340104	ENSACLG00000015268
170246	4	23733451	23733600	150	*	-1.85192808818863	1.8114896328918	27.864702965855	3.64709181862284e-07	0.000189877128515589	ENSACLG00000012485
168820	4	18045301	18045450	150	*	-1.92870994357378	1.51005247272225	27.823475987449	3.71660717685779e-07	0.000192197646932459	ENSACLG00000002374
25739	11	19341601	19341750	150	*	-1.88021970855889	1.76709985809997	27.7991172399658	3.7753225458691e-07	0.000194364367273499	ENSACLG00000007459
143269	22	31510051	31510200	150	*	-1.84214904912511	1.85241260137885	27.7325679405741	3.87137023418594e-07	0.000198425321639458	ENSACLG00000015845
19402	10	29321101	29321250	150	*	-1.84100995497698	1.88521238976812	27.6597317929018	4.00832312953369e-07	0.000203192096047532	ENSACLG00000024583
63492	14	30680851	30681000	150	*	-2.57021682693944	-0.119643206628258	27.6375647331435	4.04869376265538e-07	0.000204789486386847	ENSACLG00000012022
94580	18	368551	368700	150	*	-3.25943962319218	-0.874524181395194	27.61187376947	4.08706511763085e-07	0.000205829585721419	ENSACLG00000016579
56665	14	5613451	5613600	150	*	-2.4011735908946	0.350012441187888	27.6013660781167	4.10033656379673e-07	0.000206049043350897	ENSACLG00000018780
125938	20	6046201	6046350	150	*	-2.40864868945072	0.166000863971056	27.4914080992197	4.32332001426852e-07	0.000213062568024912	ENSACLG00000017675
159618	3	20043151	20043300	150	*	-1.86957779487429	1.69412030145761	27.4752667484581	4.39655802212741e-07	0.000215537980184973	ENSACLG00000011172
159618.1	3	20043151	20043300	150	*	-1.86957779487429	1.69412030145761	27.4752667484581	4.39655802212741e-07	0.000215537980184973	ENSACLG00000011189
73560	15	28816501	28816650	150	*	-2.4704575895092	0.13847256617809	27.4320914378492	4.45171490388532e-07	0.000216642002895226	ENSACLG00000018859
137581	22	12943651	12943800	150	*	-2.88305022451992	-0.544343005543323	27.4279738047624	4.44895757146911e-07	0.000216642002895226	ENSACLG00000010827
162501	3	52097101	52097250	150	*	-2.20056582433136	0.738139814969761	27.428317425876	4.4475561268064e-07	0.000216642002895226	ENSACLG00000013588
97761	18	14054251	14054400	150	*	-2.39658203431578	0.307204158248252	27.3669231005789	4.55538062522729e-07	0.000219031009605786	ENSACLG00000014573
109225	19	14954401	14954550	150	*	-1.96359075242799	1.33697802100326	27.3681337039279	4.56029584491132e-07	0.000219031009605786	ENSACLG00000027337
9674	1	36247651	36247800	150	*	-1.73232048806529	2.32428477150085	27.3180651023662	4.65651673034914e-07	0.000220332686239821	ENSACLG00000024658
78912	16	13260451	13260600	150	*	-2.92362743787305	-0.596015662879314	27.3159006138513	4.66849820071188e-07	0.000220332686239821	ENSACLG00000026909
85095	17	974251	974400	150	*	-2.50519474994445	-0.0243518968825422	27.3337914989895	4.64089282955107e-07	0.000220332686239821	ENSACLG00000013251
55264	14	1082401	1082550	150	*	-2.05127291785853	1.12978039327873	27.266813156015	4.76515419998242e-07	0.000223428704778811	ENSACLG00000010759
93700	17	37626151	37626300	150	*	-2.77539462387283	-0.45486133689098	27.22001876272	4.88510874313356e-07	0.000227209651276714	ENSACLG00000011094
37825	12	18342001	18342150	150	*	-1.67292356553658	2.68457221946243	27.1793906038092	4.95803341859295e-07	0.000229217817795022	ENSACLG00000025832
229157	9	30249301	30249450	150	*	-1.78428851459508	1.99659121489779	27.1037172660996	5.13680453454693e-07	0.000231916691913437	ENSACLG00000016392
221802	8	25734301	25734450	150	*	-1.97043312799724	1.30779984824158	26.9525049064759	5.49196957853184e-07	0.000241811943587479	ENSACLG00000003017
163266	4	1786651	1786800	150	*	-1.77084586361571	2.02579402180623	26.9147292890283	5.60464712322642e-07	0.000245836626131077	ENSACLG00000017591
44372	12	36870601	36870750	150	*	-2.54405976371576	-0.0952914586489449	26.6277810749071	6.3677265052911e-07	0.000266657775998203	ENSACLG00000008691
138975	22	16451551	16451700	150	*	-2.23112912240169	0.504722429853937	26.6480708687449	6.36528687373769e-07	0.000266657775998203	ENSACLG00000017105
207129	7	46698451	46698600	150	*	-1.67577804008868	2.56515321741149	26.6282776498092	6.35589801985522e-07	0.000266657775998203	ENSACLG00000024356
84268	16	32352751	32352900	150	*	-1.70661203442518	2.31347979183294	26.6240521118819	6.40617779002675e-07	0.000267299502813538	ENSACLG00000006817
179878	5	23753551	23753700	150	*	-2.34583317937606	0.286960325969639	26.571952642559	6.55715753142467e-07	0.00027310620191875	ENSACLG00000006260
5381	1	20612401	20612550	150	*	-2.38574802687602	0.200979443300082	26.3961020706602	7.06184488573557e-07	0.000285884753081762	ENSACLG00000002908
144537	23	1266601	1266750	150	*	-2.70918448710916	-0.410663499189677	26.3771685302195	7.13061456996679e-07	0.00028813385095222	ENSACLG00000021825
130133	20	22284001	22284150	150	*	-1.70291095860011	2.31708586310236	26.3392889778279	7.24652444690045e-07	0.000290814600363995	ENSACLG00000017874
20023	10	33879451	33879600	150	*	-3.00970863610919	-0.768846285478655	26.3413971960847	7.26323112607419e-07	0.000290979892658762	ENSACLG00000001968
175745	5	11869201	11869350	150	*	-2.00248235677803	1.10777651737707	26.3224499943867	7.32404724203236e-07	0.000292402782793388	ENSACLG00000006226
84695	16	34836001	34836150	150	*	-1.85573141010892	1.60504344547658	26.2860826341494	7.42141905451414e-07	0.000295270290155487	ENSACLG00000010203
180278	5	24708901	24709050	150	*	-1.8056826341769	1.81377140446737	26.2514656448879	7.5409732802758e-07	0.000297938278239491	ENSACLG00000008675
16632	10	17586601	17586750	150	*	-1.91156429459198	1.36582664844273	26.2245048442069	7.64172279771404e-07	0.000300415877291494	ENSACLG00000004311
29405	11	26915551	26915700	150	*	-2.11682235473735	0.900681867844681	26.1531123280814	7.88879338125572e-07	0.000308033395341944	ENSACLG00000000963
37281	12	17285851	17286000	150	*	-1.87744177465707	1.50548806323289	26.1238338606745	7.99833692856814e-07	0.000311259186487198	ENSACLG00000023436
54433	13	30466351	30466500	150	*	-1.75193592580704	2.02170474219174	26.104953246996	8.05553899537933e-07	0.00031291891511052	ENSACLG00000004598
98797	18	17089351	17089500	150	*	-3.12882825036036	-0.803763659518358	26.1049888035934	8.08159753592695e-07	0.00031291891511052	ENSACLG00000021205
148275	23	10996501	10996650	150	*	-2.52007477815456	-0.0884655159403815	26.0010542843858	8.44402718685308e-07	0.000319460627898295	ENSACLG00000022678
25018	11	17732551	17732700	150	*	-2.32207363082191	0.314227511680621	25.9734995309993	8.55065239854579e-07	0.00032108461180772	ENSACLG00000002730
144787	23	1847101	1847250	150	*	-1.94411591583196	1.27370998595459	25.8974835284642	8.90025279344426e-07	0.000329929047802934	ENSACLG00000022911
160813	3	29019751	29019900	150	*	-2.76767778450603	-0.497179789257225	25.8937132463753	8.87947747364656e-07	0.000329929047802934	ENSACLG00000000792
196044	7	454201	454350	150	*	-2.39275282560673	0.0158239599496508	25.8978268860603	8.92055022438478e-07	0.000329929047802934	ENSACLG00000021431
196044.1	7	454201	454350	150	*	-2.39275282560673	0.0158239599496508	25.8978268860603	8.92055022438478e-07	0.000329929047802934	ENSACLG00000021456
165372	4	8364601	8364750	150	*	-2.68247931360231	-0.374788563583091	25.8076431448925	9.23293476085131e-07	0.00033824427845546	ENSACLG00000003253
18176	10	24199801	24199950	150	*	-2.28511907307678	0.267566992988724	25.7643942076593	9.45448802568058e-07	0.000342551809253961	ENSACLG00000015056
151242	23	24048751	24048900	150	*	-2.41512614952946	-0.0171348585633532	25.7123528720244	9.65826784032063e-07	0.000347754809568978	ENSACLG00000012140
193999	6	30261301	30261450	150	*	-1.78622356410609	1.80745730992409	25.7093251555339	9.65130586569592e-07	0.000347754809568978	ENSACLG00000003272
108592	19	11760451	11760600	150	*	-2.10684392663582	0.762327971597809	25.6774445085412	9.7945272203875e-07	0.000351020670265168	ENSACLG00000024929
12347	10	3458251	3458400	150	*	-2.45494527970623	0.075343398018066	25.6179035940371	1.00660075287878e-06	0.000355785652651306	ENSACLG00000001683
102588	18	25620001	25620150	150	*	-2.85306065494687	-0.606145734706654	25.5820541859851	1.02302736538664e-06	0.000359088681791624	ENSACLG00000013657
157239	3	10630051	10630200	150	*	-1.72391929488825	2.4466887257419	25.577036561398	1.02371296386316e-06	0.000359088681791624	ENSACLG00000021425
118400	2	21152401	21152550	150	*	-3.01594806075305	-0.663280325015227	25.5564044316802	1.03356473276518e-06	0.000360357098788133	ENSACLG00000022781
86314	17	6808501	6808650	150	*	-2.65616286894898	-0.343968299166794	25.5470267043362	1.03814057059307e-06	0.000361407376531857	ENSACLG00000024112
140770	22	20068201	20068350	150	*	-2.13267351544485	0.724679399262426	25.5286240548461	1.04649012742762e-06	0.000363209174125001	ENSACLG00000000493
171340	4	26595901	26596050	150	*	-2.24069884989428	0.430382060936284	25.5282715516979	1.0466675905263e-06	0.000363209174125001	ENSACLG00000001015
61920	14	24470101	24470250	150	*	-1.95870501098389	1.33581384666901	25.5075657565507	1.05664413010933e-06	0.000365099766558764	ENSACLG00000002780
61920.1	14	24470101	24470250	150	*	-1.95870501098389	1.33581384666901	25.5075657565507	1.05664413010933e-06	0.000365099766558764	ENSACLG00000002815
155027	3	841501	841650	150	*	-2.80596128701052	-0.683305314540743	25.5063778054044	1.06566495517806e-06	0.000367667133894105	ENSACLG00000007745
169666	4	22408051	22408200	150	*	-1.69285531952531	2.17506312230316	25.4827552918843	1.068830677085e-06	0.000367817694775939	ENSACLG00000010297
186141	6	4869751	4869900	150	*	-2.82548916641907	-0.693114911778015	25.4989076999095	1.06928374051268e-06	0.000367817694775939	ENSACLG00000010843
153656	23	37848751	37848900	150	*	-1.92358713821519	1.2382018302155	25.4628852336215	1.07982499225535e-06	0.000369792867495946	ENSACLG00000027836
79579	16	14400301	14400450	150	*	-2.057983924589	0.808584767040234	25.4777241364376	1.08353103860392e-06	0.000369908612296419	ENSACLG00000001351
34043	12	5471401	5471550	150	*	-1.6638047669874	2.33745591976184	25.439346386585	1.09144795504607e-06	0.000371024891753733	ENSACLG00000003300
78970	16	13341001	13341150	150	*	-2.3156441906414	0.224823763639966	25.4032387176546	1.11153558368947e-06	0.000376193766404819	ENSACLG00000027031
134394	22	141001	141150	150	*	-2.7845066997099	-0.415641086940955	25.3908297632978	1.11487530991073e-06	0.000376772436971263	ENSACLG00000009970
31834	11	36010201	36010350	150	*	-2.24011537435949	0.395545422799675	25.3496692145798	1.13669139168565e-06	0.000381357487255837	ENSACLG00000015359
31919	11	36226201	36226350	150	*	-2.10846983190115	0.728888988993944	25.3421452850482	1.14285710635016e-06	0.000382316299550926	ENSACLG00000015998
173640	5	4005601	4005750	150	*	-2.6854332007454	-0.425313093739493	25.319197911391	1.15294738322924e-06	0.000384024511833579	ENSACLG00000017415
211232	7	57640651	57640800	150	*	-2.36376813163609	0.0455466662381429	25.3365966669787	1.15102416939474e-06	0.000384024511833579	ENSACLG00000023807
222256	9	5331001	5331150	150	*	-2.60523459765123	-0.296429694829037	25.2915995620042	1.16603630299632e-06	0.000385482637507603	ENSACLG00000007313
97413	18	12367501	12367650	150	*	-1.70419560369043	2.06083729020457	25.173899563006	1.2394489358562e-06	0.000402936357128353	ENSACLG00000011331
118683	2	21995101	21995250	150	*	-2.59969492458292	-0.395742950585545	25.1521422721173	1.24629813870477e-06	0.000402936357128353	ENSACLG00000023872
124519	20	804901	805050	150	*	-1.69409740447197	2.15307423867518	25.1427194014387	1.24805309708382e-06	0.000402936357128353	ENSACLG00000008785
186143	6	4870051	4870200	150	*	-2.37715070653643	0.0610255591783529	25.1624553524866	1.23692679153919e-06	0.000402936357128353	ENSACLG00000010843
221915	9	1355551	1355700	150	*	-1.67131057832435	2.23462645013128	25.1268192163281	1.25737480700263e-06	0.000403719283141587	ENSACLG00000003891
136088	22	8293801	8293950	150	*	-2.37747284380859	0.135893254084836	25.0879717492712	1.27949676643979e-06	0.000409648079690706	ENSACLG00000004056
182166	5	29203951	29204100	150	*	-2.55744406976706	-0.328674160783867	25.0840536656806	1.29133123840289e-06	0.000411726270905841	ENSACLG00000019631
229752	9	33546001	33546150	150	*	-1.96408469141163	1.09391226637627	25.0670367851578	1.29322531501974e-06	0.00041176222778145	ENSACLG00000022548
94581	18	368851	369000	150	*	-2.9781951825164	-0.833294252274773	25.0557553821888	1.30533321389795e-06	0.000415045687837995	ENSACLG00000016579
37301	12	17381851	17382000	150	*	-2.6588828580013	-0.477337246847594	25.0464570579499	1.31073563426711e-06	0.000415193090637816	ENSACLG00000023705
169837	4	22609051	22609200	150	*	-2.38471275652178	0.00867869882390221	25.0346456315325	1.31118523332788e-06	0.000415193090637816	ENSACLG00000010698
186139	6	4867051	4867200	150	*	-2.61749014940579	-0.285638202178715	25.0357093265062	1.31022655520264e-06	0.000415193090637816	ENSACLG00000010843
109809	19	16399351	16399500	150	*	-1.99787130532332	0.974178341328131	25.0306657902964	1.31456962396191e-06	0.000415624592207276	ENSACLG00000003109
118228	2	20974351	20974500	150	*	-1.87210718886131	1.43185644378589	25.0233978569842	1.31794195350337e-06	0.000415624592207276	ENSACLG00000022559
203347	7	26201401	26201550	150	*	-1.72840595741528	1.94437027857619	25.0263807002779	1.31713291082657e-06	0.000415624592207276	ENSACLG00000021724
47824	13	8635651	8635800	150	*	-2.40860496578824	0.0338851389811402	24.997777250853	1.33478711974382e-06	0.000419003300556886	ENSACLG00000023604
13263	10	8081401	8081550	150	*	-2.30618963978164	0.19803462193591	24.958476985487	1.35862887602839e-06	0.000419863547760655	ENSACLG00000006563
13263.1	10	8081401	8081550	150	*	-2.30618963978164	0.19803462193591	24.958476985487	1.35862887602839e-06	0.000419863547760655	ENSACLG00000006604
74287	15	32775301	32775450	150	*	-2.29031554461261	0.273471994532155	24.9628537336867	1.35490662127473e-06	0.000419863547760655	ENSACLG00000022919
90442	17	25327051	25327200	150	*	-1.67179450520668	2.21629723015024	24.9604808187008	1.35764585424968e-06	0.000419863547760655	ENSACLG00000021005
122346	2	32255551	32255700	150	*	-2.18039833090404	0.524199382835603	24.9599761752088	1.35642734717687e-06	0.000419863547760655	ENSACLG00000015386
73106	15	26599501	26599650	150	*	-2.88535728379595	-0.781865134595036	24.9393607313618	1.37647182007411e-06	0.000423678392789201	ENSACLG00000015974
203568	7	26563051	26563200	150	*	-2.91340524397031	-0.726146426551347	24.921304475763	1.38088005368859e-06	0.000424470041822535	ENSACLG00000022506
